Essen PP,Gelsenkirchen PP,Recklinghausen PP,Duisburg PP,Bochum PP,Dortmund PP,Köln PP,Wuppertal PP,Bonn PP,Düsseldorf PP,Gesamt
2439,1096,1091,790,782,703,587,399,396,391,8674
