Essen PP,Gelsenkirchen PP,Duisburg PP,Recklinghausen PP,Bochum PP,Wuppertal PP,Oberhausen PP,Coesfeld LR,Soest LR,Mettmann LR
74,43,30,23,23,13,12,11,11,11
