Essen PP,Recklinghausen PP,Gelsenkirchen PP,Duisburg PP,Bochum PP,Dortmund PP,Köln PP,Wuppertal PP,Mettmann LR,Oberhausen PP,Gesamt
1137,608,529,363,281,238,221,205,134,132,3848
