Rohheitsdelikte,Eigentumsdelikte,Betrugsdecke,Antragsdelikte (absolute),Rauschgiftdelikte,Sonstige Delikte,Fälschungsdelikte,Verstöße Waffenrecht,Sexualdelikte,Verstöße Ausländerrecht,Wirtschaftsdelikte,Steuer- und Zolldelikte,politisch motivierte Delikte
1585,1122,699,448,360,237,126,32,40,6,2,4,2
